episode,avg_reward_10,eval_avg_reward,eval_avg_length
1250,227.8674259891649,328.3408594746052,36.4
1260,319.25535048886013,375.34720320221794,41.4
1270,243.50261448977636,334.17655542175,37.0
1280,276.1832192339856,371.58346197380905,41.0
1290,260.3904882351523,356.6906087604429,39.4
1300,348.14921536897657,405.40704124051763,44.6
1310,351.13302514969155,345.0257073536275,38.2
1320,259.52494569555995,556.993880843932,60.8
1330,379.9820825091782,620.6822847583607,67.6
1340,322.9231188454412,620.5557184936503,67.6
1350,363.17612393353375,526.9666231193282,57.6
1360,356.3530117253682,588.7096535540987,64.2
1370,347.4562025846154,388.60575323469527,42.8
