episode,avg_reward_10,eval_avg_reward,eval_avg_length
1720,52.03256317541354,23.647689749737076,3.8
1730,22.781695927413047,18.599391998078893,3.2
1740,51.95274748328111,20.277162163030674,3.4
1750,21.904032514320146,18.59936931927698,3.2
1760,49.12189182869986,18.604050132817513,3.2
1770,21.87373853908797,18.599369045820566,3.2
1780,54.52023410893486,21.911984177410496,3.6
1790,21.10611307860738,18.59936963257648,3.2
1800,48.24294379687804,23.56133996260901,3.8
1810,21.01596782834869,18.599370716167833,3.2
1820,51.10123449028829,18.60080392819401,3.2
1830,20.1872279635395,18.599369045820566,3.2
1840,53.882294745726384,18.608179885709898,3.2
1850,22.769993873897995,18.599369045820566,3.2
1860,53.689413627852424,25.545539789483076,4.0
1870,22.778983290261937,18.59938135413109,3.2
1880,54.87376566985388,23.810247462473754,3.8
1890,21.09654299162427,18.599370429391808,3.2
1900,55.65847008050874,26.010950170626906,4.0
1910,19.549735627708053,18.59955107858157,3.2
1920,49.28863620850886,20.271864711880006,3.4
1930,21.928460226095844,18.599369045820566,3.2
1940,56.853371832620255,26.024419991937133,4.0
1950,22.055343269728517,18.59944853900277,3.2
1960,53.79169660679149,23.700303989233873,3.8
